net,length_um
_05129_,8.5
u_rf.reg19_q\[14\],8.5
_00632_,8.48
_01174_,8.48
_01265_,8.48
_03582_,8.48
_04311_,8.48
_04994_,8.48
_05225_,8.48
_05438_,8.48
_03594_,8.475
u_rf.reg17_q\[24\],8.465
_00372_,8.46
_02112_,8.46
_02532_,8.46
_04220_,8.46
_01220_,8.44
_01740_,8.44
_01900_,8.44
_02430_,8.44
_02522_,8.44
_02724_,8.44
_03490_,8.44
_03681_,8.44
_04114_,8.44
_04269_,8.44
_04525_,8.44
_04777_,8.44
u_exe.pc_data_q\[8\],8.44
_01833_,8.42
_04967_,8.42
u_decod.rs2_data_q\[9\],8.42
_01146_,8.4
_02310_,8.4
_03506_,8.4
_03932_,8.4
_04154_,8.4
_04479_,8.4
_04523_,8.4
_04585_,8.4
_04604_,8.4
_04906_,8.4
_05480_,8.4
_02177_,8.36
_03334_,8.36
_04720_,8.36
_05056_,8.36
_00853_,8.345
_00061_,8.34
_01141_,8.34
_01187_,8.34
_02801_,8.34
_04739_,8.34
_01111_,8.32
_01966_,8.32
_02258_,8.32
_02431_,8.3
_03879_,8.3
_04060_,8.28
_05048_,8.28
_00584_,8.26
_02741_,8.26
_00229_,8.24
_00670_,8.24
_02432_,8.24
_02975_,8.24
_00509_,8.22
_02534_,8.2
_00025_,8.18
_00125_,8.18
_00934_,8.18
net394,8.18
net459,8.18
_00248_,8.16
_00389_,8.16
_00517_,8.16
_00540_,8.16
_00606_,8.16
_00701_,8.16
_00767_,8.16
_00840_,8.16
_00969_,8.16
_00981_,8.16
_01810_,8.16
_03073_,8.16
_03298_,8.16
_03948_,8.16
net129,8.16
load_data_i[25],8.15
_01035_,8.145
_00511_,8.14
_00955_,8.14
_04803_,8.14
_04965_,8.14
_05646_,8.14
u_exe.bu_pc_res\[14\],8.14
_03567_,8.12
_04324_,8.12
_02266_,8.115
_00554_,8.1
_01175_,8.1
_02378_,8.1
_04230_,8.1
_04800_,8.1
_05033_,8.1
_05107_,8.1
_05538_,8.1
_05723_,8.1
net473,8.1
net478,8.1
net500,8.08
_00601_,8.06
_01233_,8.06
_01718_,8.06
_01863_,8.06
_03587_,8.06
_03958_,8.06
_04145_,8.06
_04705_,8.06
_05450_,8.06
_05702_,8.06
_03984_,8.05
_02412_,8.04
_03138_,8.04
_03426_,8.04
_03437_,8.04
_03761_,8.04
_01353_,8.02
_02553_,8.02
_03909_,8.02
_04417_,8.02
_05179_,8.02
_05211_,8.02
_00573_,8
_01320_,8
_01767_,7.98
_02028_,7.98
_02529_,7.98
_03023_,7.98
_03809_,7.98
_03892_,7.98
_04797_,7.98
_03458_,7.96
_05327_,7.96
_00561_,7.945
_01533_,7.94
_02947_,7.94
_02983_,7.94
_03722_,7.94
_01247_,7.92
icache_adr_o[11],7.91
_01901_,7.9
_03957_,7.9
_04227_,7.9
_05055_,7.9
_05272_,7.9
_05580_,7.9
u_decod.rs2_data_nxt\[19\],7.9
_01410_,7.88
_03755_,7.88
_01013_,7.86
_01294_,7.84
_01178_,7.82
_02764_,7.82
_03581_,7.82
reset_adr_i[19],7.81
_00586_,7.8
_00776_,7.8
_00807_,7.8
_01908_,7.8
_03727_,7.8
_04213_,7.8
_01859_,7.79
_00854_,7.78
_02863_,7.78
_03615_,7.78
u_rf.reg17_q\[30\],7.78
net492,7.77
_00042_,7.76
_01738_,7.76
_01850_,7.76
net483,7.76
_00384_,7.72
u_exe.bu_pc_res\[9\],7.72
_02557_,7.7
_04295_,7.7
u_exe.bu_pc_res\[17\],7.7
icache_instr_i[15],7.69
_00712_,7.68
_01217_,7.68
_02803_,7.68
_03297_,7.68
_03692_,7.68
_03705_,7.68
_03917_,7.68
_04676_,7.68
_04713_,7.68
_05030_,7.68
_05185_,7.68
_05496_,7.68
_05563_,7.68
_05718_,7.68
u_decod.exe_ff_rd_adr_q_i\[1\],7.68
load_data_i[1],7.67
reset_adr_i[13],7.67
_00176_,7.66
_01240_,7.66
u_decod.rs2_data_nxt\[14\],7.66
u_exe.bu_pc_res\[7\],7.645
_00510_,7.64
_00689_,7.64
_01834_,7.64
_01949_,7.64
_03632_,7.64
_04617_,7.64
_04636_,7.64
_04854_,7.64
_00155_,7.62
_00596_,7.62
_04188_,7.61
_00368_,7.6
_01491_,7.6
_01619_,7.6
_02372_,7.6
_02558_,7.6
_02756_,7.6
_05008_,7.6
_05629_,7.6
_01185_,7.58
_05343_,7.58
_05423_,7.58
store_data_o[16],7.58
store_data_o[1],7.58
store_data_o[2],7.58
u_rf.reg12_q\[9\],7.565
_00210_,7.56
_02086_,7.56
_04057_,7.56
_04546_,7.56
_04628_,7.56
_04648_,7.56
_04661_,7.56
_04667_,7.56
_04707_,7.56
_04841_,7.56
_05175_,7.56
_05352_,7.56
_05467_,7.56
_05541_,7.56
_05604_,7.56
_05609_,7.56
_05671_,7.56
u_decod.rs2_data_nxt\[6\],7.56
_05153_,7.54
u_decod.dec0.instr_i\[10\],7.54
_02149_,7.53
_02629_,7.52
_04140_,7.52
_05135_,7.52
_05420_,7.52
_05500_,7.52
_05509_,7.52
_05514_,7.52
net387,7.52
_03723_,7.5
_05305_,7.5
_05334_,7.5
_05457_,7.5
_03130_,7.48
_05137_,7.48
reset_adr_i[29],7.47
_01865_,7.46
_03414_,7.46
_00870_,7.44
_02240_,7.44
_02457_,7.44
_02645_,7.44
_02740_,7.44
_02818_,7.44
_03180_,7.44
_04005_,7.44
_04049_,7.44
_04222_,7.44
_04245_,7.44
_04429_,7.44
_05521_,7.44
u_decod.rs2_data_nxt\[13\],7.44
net528,7.44
_01974_,7.42
_02548_,7.42
_04139_,7.42
_05141_,7.42
_00304_,7.4
_05407_,7.4
net517,7.36
load_data_i[7],7.35
_00446_,7.34
_05460_,7.34
_04323_,7.32
_05703_,7.32
_01050_,7.305
_00922_,7.3
_04404_,7.3
u_exe.pc_data_q\[30\],7.28
_00362_,7.26
_00379_,7.26
_00886_,7.26
_00166_,7.22
_00441_,7.22
_00514_,7.22
_03158_,7.22
_03873_,7.22
_04456_,7.22
_04688_,7.22
_05037_,7.22
_05101_,7.22
_05233_,7.22
_05268_,7.22
_05595_,7.22
_01015_,7.2
_02416_,7.2
_03182_,7.2
_04190_,7.2
_04387_,7.2
_04824_,7.2
_00862_,7.18
_00948_,7.18
_00984_,7.18
_00992_,7.18
_03621_,7.18
_03688_,7.18
_04369_,7.18
_05039_,7.18
_05154_,7.18
_05354_,7.18
_05591_,7.18
_05626_,7.18
u_decod.dec0.rd_o\[0\],7.18
u_exe.pc_data_q\[12\],7.18
net467,7.18
_00374_,7.165
_02187_,7.16
_02936_,7.16
adr_o[4],7.15
_03400_,7.14
_03571_,7.14
_03641_,7.14
_03920_,7.14
u_exe.pc_data_q\[7\],7.14
_02469_,7.12
_04804_,7.12
_04988_,7.12
adr_o[17],7.11
_00947_,7.1
_01250_,7.1
_02176_,7.1
_02492_,7.1
_02881_,7.1
_03592_,7.1
_03672_,7.1
_04441_,7.1
_04710_,7.1
_04895_,7.1
_05047_,7.1
_05196_,7.1
_05201_,7.1
_05303_,7.1
_05326_,7.1
_05386_,7.1
_05589_,7.1
u_decod.rs2_data_q\[31\],7.1
net405,7.1
_01122_,7.08
_03775_,7.08
_04012_,7.08
_05309_,7.08
_00291_,7.06
_01115_,7.06
_01274_,7.06
_01832_,7.06
_02842_,7.06
_03631_,7.06
_04023_,7.06
_04051_,7.06
_04550_,7.06
_04866_,7.06
_05036_,7.06
_05254_,7.06
_05487_,7.06
_05555_,7.06
_05642_,7.06
u_decod.rs1_data\[27\],7.06
net382,7.06
_01196_,7.04
_02462_,7.04
_04633_,7.04
_04791_,7.04
_05270_,7.04
icache_instr_i[25],7.01
_01963_,7
_02816_,7
_02981_,7
_00526_,6.98
_01121_,6.98
_02599_,6.98
_02768_,6.98
_05636_,6.98
_03600_,6.96
_04037_,6.96
_00505_,6.94
_00555_,6.94
_03610_,6.92
_04003_,6.92
adr_o[2],6.91
u_decod.rs2_data_nxt\[11\],6.905
adr_o[5],6.89
icache_adr_o[6],6.89
_00209_,6.88
_00223_,6.88
_00903_,6.88
_03474_,6.88
_03926_,6.88
_04924_,6.88
u_decod.rs2_data_nxt\[15\],6.88
_02217_,6.86
_02254_,6.86
_03526_,6.86
_03781_,6.86
u_decod.rs2_data_nxt\[28\],6.86
_00057_,6.84
_00194_,6.84
_00314_,6.84
_00461_,6.84
_00951_,6.84
_03377_,6.84
_03166_,6.82
_03240_,6.82
_00376_,6.8
_00559_,6.8
_00838_,6.8
icache_adr_o[13],6.79
_02108_,6.78
_02458_,6.78
_02890_,6.78
_03014_,6.78
_04113_,6.78
_01524_,6.77
_00438_,6.76
_00489_,6.76
_00743_,6.76
_01012_,6.76
_02835_,6.76
_04656_,6.76
_04708_,6.76
_04864_,6.76
_05348_,6.76
_05372_,6.76
_05422_,6.76
_05429_,6.76
_05623_,6.76
_05688_,6.76
_01166_,6.74
_02662_,6.74
_03439_,6.74
_04118_,6.74
_04215_,6.74
_04336_,6.74
_05470_,6.74
u_rf.reg30_q\[24\],6.74
_00211_,6.72
_01021_,6.72
_01745_,6.72
_02852_,6.72
_02915_,6.72
_03097_,6.72
_03905_,6.72
_03924_,6.72
_03950_,6.72
_04061_,6.72
_04153_,6.72
_04580_,6.72
_04652_,6.72
_05330_,6.72
_05662_,6.72
u_decod.rs1_data_nxt\[32\],6.72
u_exe.pc_data_q\[26\],6.72
_00224_,6.7
_03980_,6.7
_01026_,6.685
_01982_,6.675
_02933_,6.66
_04767_,6.66
net375,6.66
_01912_,6.64
_02846_,6.64
_02962_,6.64
_03037_,6.64
_03431_,6.64
_04247_,6.64
_04685_,6.64
_04717_,6.64
_05004_,6.64
_05121_,6.64
_05402_,6.64
_05568_,6.64
_05628_,6.64
_05724_,6.64
_02507_,6.62
_03092_,6.62
net165,6.62
_01492_,6.6
_01991_,6.6
_02227_,6.6
_02271_,6.6
_03802_,6.6
_03883_,6.6
_04125_,6.6
_04152_,6.6
_04239_,6.6
_04517_,6.6
_04520_,6.6
_04559_,6.6
_04566_,6.6
_05186_,6.6
_05304_,6.6
_05413_,6.6
_05424_,6.6
_05536_,6.6
_05687_,6.6
_05691_,6.6
_05720_,6.6
u_decod.exe_ff_res_data_i\[26\],6.6
_05079_,6.58
_05453_,6.58
_05625_,6.58
adr_o[12],6.55
_03022_,6.54
_03425_,6.54
_04176_,6.54
_04344_,6.54
_00685_,6.52
_00962_,6.52
_01043_,6.52
_02031_,6.52
_02609_,6.52
_03228_,6.52
_03577_,6.52
_04396_,6.52
_04668_,6.52
u_decod.rs2_data_nxt\[30\],6.52
_01525_,6.5
_03163_,6.5
_03179_,6.5
_03985_,6.5
_00217_,6.48
_00532_,6.48
_00610_,6.48
net498,6.48
_03989_,6.46
icache_instr_i[19],6.45
load_data_i[9],6.45
reset_adr_i[30],6.45
u_decod.rs2_data_nxt\[17\],6.445
_01399_,6.44
_02888_,6.44
icache_adr_o[5],6.43
_00825_,6.4
_01541_,6.4
_03186_,6.4
_03656_,6.4
_00266_,6.38
_00548_,6.38
_00588_,6.38
_01886_,6.38
_01985_,6.38
_03475_,6.38
_03748_,6.38
_03822_,6.38
net515,6.38
_02183_,6.36
_03086_,6.36
u_decod.rf_ff_rd_adr_q_i\[2\],6.36
icache_instr_i[26],6.33
load_data_i[18],6.33
_02096_,6.32
_03185_,6.32
_03539_,6.32
u_decod.rs2_data_nxt\[25\],6.32
u_exe.bu_pc_res\[16\],6.32
_00788_,6.305
_00088_,6.3
_00205_,6.3
_00433_,6.3
_00449_,6.3
_00528_,6.3
_00772_,6.3
_00861_,6.3
_01760_,6.3
_01953_,6.3
_02605_,6.3
_02762_,6.3
_03367_,6.3
_03371_,6.3
_03614_,6.3
_04365_,6.3
_05009_,6.3
_05208_,6.3
_05374_,6.3
_05382_,6.3
_05572_,6.3
_05576_,6.3
_05704_,6.3
u_exe.pc_data_q\[11\],6.3
u_exe.pc_data_q\[16\],6.3
u_exe.pc_data_q\[21\],6.3
u_exe.pc_data_q\[29\],6.3
net511,6.3
_00414_,6.28
_00641_,6.28
_01007_,6.28
_02924_,6.265
_00849_,6.26
_01814_,6.26
_02626_,6.26
_02952_,6.26
_03288_,6.26
_03704_,6.26
_03830_,6.26
_03858_,6.26
_03865_,6.26
_04195_,6.26
_04246_,6.26
_04578_,6.26
_04627_,6.26
_04670_,6.26
_04799_,6.26
_05247_,6.26
_05331_,6.26
_05347_,6.26
_05394_,6.26
_05399_,6.26
_05430_,6.26
_05474_,6.26
_05634_,6.26
_05650_,6.26
u_exe.pc_data_q\[5\],6.26
_01414_,6.245
_01364_,6.23
icache_adr_o[21],6.21
_01725_,6.2
_02188_,6.2
_03643_,6.2
_03927_,6.2
_04388_,6.2
_04595_,6.2
_04741_,6.2
_05520_,6.2
_05728_,6.2
u_decod.rs2_data_q\[4\],6.2
_00026_,6.18
_00407_,6.18
_00758_,6.18
_00848_,6.18
_01022_,6.18
_02088_,6.18
_02158_,6.18
_02552_,6.18
_02898_,6.18
_03512_,6.18
_03648_,6.18
_03760_,6.18
_04315_,6.18
_04552_,6.18
_04889_,6.18
u_decod.rs2_data_nxt\[22\],6.18
net485,6.18
_00242_,6.16
_01519_,6.16
_02281_,6.16
_01945_,6.14
_02195_,6.14
_02653_,6.14
_02750_,6.14
_03479_,6.14
_03742_,6.14
_03996_,6.14
_04254_,6.14
_04341_,6.14
_04364_,6.14
_04625_,6.14
_04635_,6.14
_04657_,6.14
_04665_,6.14
_04690_,6.14
_04765_,6.14
_05032_,6.14
_05044_,6.14
_05136_,6.14
_05215_,6.14
_05371_,6.14
_05388_,6.14
_05511_,6.14
_05605_,6.14
_05697_,6.14
_01152_,6.12
_03783_,6.12
_04103_,6.12
_05168_,6.12
_05265_,6.12
_05439_,6.12
_05544_,6.12
load_data_i[24],6.09
load_data_i[26],6.09
_01318_,6.08
_01739_,6.08
_02435_,6.08
_02977_,6.08
_04225_,6.06
_01394_,6.04
_03616_,6.04
_05067_,6.04
_01130_,6.02
_01279_,6.02
_04402_,6.02
u_decod.rs1_data\[3\],6.02
_00963_,5.995
adr_o[11],5.99
load_data_i[17],5.99
_02661_,5.98
icache_instr_i[8],5.97
load_data_i[13],5.97
load_data_i[6],5.97
_00264_,5.96
_00336_,5.96
_00348_,5.96
_00447_,5.96
_00702_,5.96
_00706_,5.96
_00915_,5.96
_03386_,5.96
_04359_,5.96
_01018_,5.945
_00034_,5.94
_00570_,5.94
_01154_,5.94
_01770_,5.94
_01818_,5.94
_02036_,5.94
_02674_,5.94
_03024_,5.94
_03470_,5.94
_05583_,5.94
_02703_,5.92
_04237_,5.92
u_exe.pc_data_q\[24\],5.92
_01004_,5.875
_04121_,5.875
icache_adr_o[30],5.87
_00081_,5.86
u_decod.rs1_data\[7\],5.86
_00360_,5.845
_00023_,5.84
_00096_,5.84
_00443_,5.84
_00912_,5.84
_01334_,5.84
_02445_,5.84
_02527_,5.84
_03543_,5.84
_03788_,5.84
_04332_,5.84
_04431_,5.84
_04689_,5.84
_04775_,5.84
_04832_,5.84
_05002_,5.84
_05091_,5.84
_05125_,5.84
_05299_,5.84
_05340_,5.84
_05465_,5.84
_05612_,5.84
_02692_,5.82
_02766_,5.82
_03901_,5.82
_04068_,5.82
_05540_,5.82
_05681_,5.82
_00015_,5.8
_00307_,5.8
_00396_,5.8
_00821_,5.8
_00937_,5.8
_01108_,5.8
_01829_,5.8
_01892_,5.8
_02472_,5.8
_02562_,5.8
_02979_,5.8
_03269_,5.8
_03361_,5.8
_03684_,5.8
_03691_,5.8
_03737_,5.8
_03753_,5.8
_03904_,5.8
_03925_,5.8
_04044_,5.8
_04527_,5.8
_04553_,5.8
_04597_,5.8
_04629_,5.8
_04671_,5.8
_04673_,5.8
_04881_,5.8
_04887_,5.8
_05214_,5.8
_05258_,5.8
_05373_,5.8
_05425_,5.8
_05478_,5.8
_05519_,5.8
_05588_,5.8
u_decod.rs2_data_nxt\[1\],5.8
_02988_,5.78
_04354_,5.78
icache_adr_o[14],5.77
access_size_o[1],5.75
adr_o[18],5.75
adr_o[22],5.75
adr_o[23],5.75
adr_o[3],5.75
icache_adr_o[15],5.75
icache_adr_o[17],5.75
icache_adr_o[18],5.75
icache_adr_o[1],5.75
icache_adr_o[29],5.75
icache_adr_o[2],5.75
icache_adr_o[7],5.75
_01228_,5.74
_01526_,5.74
_02504_,5.74
_02767_,5.74
_03502_,5.74
_03527_,5.74
_04876_,5.74
_05603_,5.74
_00122_,5.72
_01812_,5.72
_01815_,5.72
_01881_,5.72
_02043_,5.72
_02053_,5.72
_02688_,5.72
_02772_,5.72
_03066_,5.72
_03155_,5.72
_03572_,5.72
_04129_,5.72
_04279_,5.72
_04313_,5.72
_04329_,5.72
_04498_,5.72
_05046_,5.72
_05069_,5.72
_05173_,5.72
_05419_,5.72
_05505_,5.72
_05567_,5.72
_05682_,5.72
net530,5.72
_00192_,5.7
_01002_,5.7
_04126_,5.7
_00381_,5.68
_00393_,5.68
_00425_,5.68
_00956_,5.68
_01843_,5.68
_02091_,5.68
_02264_,5.68
_02595_,5.68
_03153_,5.68
_03507_,5.68
_03613_,5.68
_03949_,5.68
_04163_,5.68
_04358_,5.68
_04447_,5.68
_04475_,5.68
_04590_,5.68
_04591_,5.68
_04612_,5.68
_04620_,5.68
_04679_,5.68
_04817_,5.68
_04925_,5.68
_04979_,5.68
_05183_,5.68
_05253_,5.68
_05290_,5.68
_05310_,5.68
_05384_,5.68
_05533_,5.68
_05575_,5.68
_05578_,5.68
_05581_,5.68
_05593_,5.68
_05616_,5.68
load_data_i[11],5.65
load_data_i[23],5.63
load_data_i[2],5.63
reset_adr_i[20],5.63
_00230_,5.6
_02870_,5.6
_04216_,5.6
_04326_,5.6
_04823_,5.6
_01210_,5.58
_02577_,5.58
_02677_,5.58
_02729_,5.58
_03782_,5.58
_04363_,5.58
_00436_,5.56
_00633_,5.56
_00648_,5.56
_00736_,5.56
_00039_,5.545
_00131_,5.545
access_size_o[2],5.53
_01800_,5.52
_03008_,5.52
_00144_,5.5
_00241_,5.5
_00486_,5.5
_00625_,5.5
_00750_,5.5
_00773_,5.5
_00828_,5.5
_02749_,5.5
_04133_,5.5
u_decod.rs2_data_nxt\[12\],5.5
u_decod.rs2_data_nxt\[32\],5.5
u_exe.bu_pc_res\[18\],5.5
_00752_,5.49
_02208_,5.48
_02869_,5.48
_03533_,5.48
_03944_,5.48
_00019_,5.46
_00056_,5.46
_00108_,5.46
_00456_,5.46
_00518_,5.46
_00529_,5.46
_02410_,5.46
u_decod.rs1_data\[16\],5.46
_01116_,5.44
_04380_,5.44
adr_o[10],5.41
icache_adr_o[22],5.41
icache_adr_o[25],5.41
store_data_o[10],5.41
_01473_,5.4
_02019_,5.4
_03152_,5.4
_03930_,5.4
u_decod.rs2_data_nxt\[2\],5.4
net499,5.4
_00047_,5.38
_00397_,5.38
_00770_,5.38
_01014_,5.38
_01190_,5.38
_02016_,5.38
_02365_,5.38
_02477_,5.38
_02825_,5.38
_02971_,5.38
_03050_,5.38
_03398_,5.38
_03508_,5.38
_03929_,5.38
_04033_,5.38
_04058_,5.38
_04067_,5.38
_04123_,5.38
_04321_,5.38
_04575_,5.38
_04614_,5.38
_04798_,5.38
_04820_,5.38
_04835_,5.38
_04990_,5.38
_05471_,5.38
_05504_,5.38
_05647_,5.38
u_exe.pc_data_q\[17\],5.38
_03763_,5.36
_04405_,5.36
_05387_,5.36
_00062_,5.34
_00755_,5.34
_01254_,5.34
_02127_,5.34
_02220_,5.34
_02955_,5.34
_03308_,5.34
_03389_,5.34
_03417_,5.34
_03560_,5.34
_03720_,5.34
_04240_,5.34
_04435_,5.34
_04497_,5.34
_04499_,5.34
_04511_,5.34
_04528_,5.34
_04562_,5.34
_04587_,5.34
_04602_,5.34
_04611_,5.34
_04725_,5.34
_04731_,5.34
_04733_,5.34
_04758_,5.34
_04930_,5.34
_05080_,5.34
_05161_,5.34
_05229_,5.34
_05243_,5.34
_05251_,5.34
_05273_,5.34
_05335_,5.34
_05336_,5.34
_05393_,5.34
_05403_,5.34
_05485_,5.34
_05557_,5.34
_05569_,5.34
_05599_,5.34
_05725_,5.34
adr_o[15],5.31
icache_instr_i[18],5.29
icache_instr_i[9],5.29
load_data_i[0],5.29
load_data_i[19],5.29
load_data_i[28],5.29
reset_adr_i[15],5.29
reset_adr_i[31],5.29
u_decod.rs1_data\[13\],5.285
_01235_,5.28
_02006_,5.28
_02426_,5.28
_02784_,5.28
_03676_,5.28
_04904_,5.28
_05025_,5.28
_05506_,5.28
_00164_,5.26
_00342_,5.26
_00864_,5.26
_00985_,5.26
_00998_,5.26
_01179_,5.26
_01343_,5.26
_02151_,5.26
_02311_,5.26
_02448_,5.26
_02563_,5.26
_02712_,5.26
_02925_,5.26
_03028_,5.26
_03769_,5.26
_03799_,5.26
_03847_,5.26
_04572_,5.26
_04700_,5.26
_05012_,5.26
_05239_,5.26
_05276_,5.26
_05285_,5.26
_05337_,5.26
_05367_,5.26
_05492_,5.26
_05676_,5.26
u_decod.rd_v_q,5.26
_02998_,5.24
_01147_,5.22
_01213_,5.22
_01356_,5.22
_01719_,5.22
_02075_,5.22
_02568_,5.22
_02611_,5.22
_02700_,5.22
_02788_,5.22
_02883_,5.22
_02959_,5.22
_03031_,5.22
_03454_,5.22
_03558_,5.22
_03595_,5.22
_03665_,5.22
_03803_,5.22
_03810_,5.22
_04035_,5.22
_04515_,5.22
_04581_,5.22
_04651_,5.22
_04654_,5.22
_04709_,5.22
_04843_,5.22
_04865_,5.22
_05013_,5.22
_05034_,5.22
_05060_,5.22
_05084_,5.22
_05132_,5.22
_05178_,5.22
_05238_,5.22
_05312_,5.22
_05345_,5.22
_05363_,5.22
_05377_,5.22
_05436_,5.22
_05446_,5.22
_05448_,5.22
_05466_,5.22
_05482_,5.22
_05534_,5.22
_05614_,5.22
_05615_,5.22
adr_o[30],5.19
_01028_,5.16
net516,5.16
_00112_,5.14
_00244_,5.14
_00579_,5.14
_02279_,5.14
_03717_,5.14
_04639_,5.14
net486,5.14
_01470_,5.12
_03599_,5.12
_04338_,5.12
_04830_,5.12
_00417_,5.1
_00498_,5.1
_00464_,5.085
access_size_o[0],5.07
adr_o[0],5.07
adr_o[7],5.07
icache_adr_o[0],5.07
icache_adr_o[23],5.07
icache_adr_o[3],5.07
icache_adr_o[4],5.07
_02236_,5.06
_00787_,5.04
_00837_,5.04
_00898_,5.04
_01588_,5.04
_02140_,5.04
_03740_,5.04
_03843_,5.04
_03963_,5.04
_00775_,5.02
_01730_,5.02
_01936_,5.02
_02318_,5.02
_04339_,5.02
_00208_,5
_00351_,5
_00578_,5
_00694_,5
_00957_,5
_01195_,5
_01840_,5
_02021_,5
_02274_,5
_02615_,5
_02656_,5
_04322_,5
_04375_,5
_04407_,5
reset_adr_i[21],4.95
reset_adr_i[25],4.95
reset_adr_i[3],4.95
_02162_,4.94
_02219_,4.94
_02233_,4.94
_02286_,4.94
_02555_,4.94
_03696_,4.94
_03952_,4.94
net407,4.94
_02824_,4.93
_00227_,4.92
_00343_,4.92
_00467_,4.92
_00560_,4.92
_00647_,4.92
_00780_,4.92
_00883_,4.92
_00919_,4.92
_01138_,4.92
_01796_,4.92
_02093_,4.92
_02603_,4.92
_02673_,4.92
_02754_,4.92
_04159_,4.92
_04334_,4.92
_04418_,4.92
_04735_,4.92
_04926_,4.92
_05015_,4.92
_05198_,4.92
_05248_,4.92
_05263_,4.92
u_decod.dec0.access_size_o\[1\],4.92
u_decod.rs1_data\[19\],4.92
u_exe.bu_pc_res\[30\],4.92
u_exe.pc_data_q\[19\],4.92
_01967_,4.9
_03128_,4.9
_05316_,4.9
u_decod.rs1_data\[11\],4.9
net95,4.885
_00359_,4.88
_00657_,4.88
_00803_,4.88
_01523_,4.88
_01939_,4.88
_02470_,4.88
_02561_,4.88
_02807_,4.88
_02887_,4.88
_03002_,4.88
_03011_,4.88
_03107_,4.88
_03110_,4.88
_03467_,4.88
_03516_,4.88
_03746_,4.88
_03789_,4.88
_03940_,4.88
_04043_,4.88
_04046_,4.88
_04273_,4.88
_04489_,4.88
_04501_,4.88
_04538_,4.88
_04600_,4.88
_04807_,4.88
_04858_,4.88
_04902_,4.88
_04927_,4.88
_05040_,4.88
_05093_,4.88
_05195_,4.88
_05200_,4.88
_05203_,4.88
_05245_,4.88
_05426_,4.88
_05475_,4.88
_05479_,4.88
_05495_,4.88
_05553_,4.88
_05570_,4.88
_05663_,4.88
adr_o[31],4.85
_01251_,4.82
_01877_,4.82
_02321_,4.82
_02797_,4.82
_03006_,4.82
_03372_,4.82
_03862_,4.82
_04383_,4.82
_04599_,4.82
_04703_,4.82
_05219_,4.82
_05437_,4.82
_05468_,4.82
_05562_,4.82
_00121_,4.8
_00286_,4.8
_00308_,4.8
_00587_,4.8
_01216_,4.8
_01238_,4.8
_01245_,4.8
_02908_,4.8
_03154_,4.8
_03525_,4.8
_03576_,4.8
_03994_,4.8
_04130_,4.8
_04235_,4.8
_04280_,4.8
_04351_,4.8
_04458_,4.8
_04537_,4.8
_04542_,4.8
_04637_,4.8
_04808_,4.8
_04896_,4.8
_05126_,4.8
_05134_,4.8
_05147_,4.8
_05162_,4.8
_05264_,4.8
_05315_,4.8
_05401_,4.8
_05458_,4.8
_05631_,4.8
_05694_,4.8
net529,4.8
_00834_,4.78
_00064_,4.76
_01109_,4.76
_01761_,4.76
_02060_,4.76
_02163_,4.76
_02452_,4.76
_02641_,4.76
_03032_,4.76
_04115_,4.76
_04433_,4.76
_04443_,4.76
_04477_,4.76
_04675_,4.76
_04754_,4.76
_04846_,4.76
_04851_,4.76
_04853_,4.76
_04901_,4.76
_04986_,4.76
_04996_,4.76
_05087_,4.76
_05123_,4.76
_05278_,4.76
_05364_,4.76
_05376_,4.76
_05451_,4.76
_05582_,4.76
_05592_,4.76
_05640_,4.76
_05686_,4.76
icache_instr_i[11],4.73
load_data_i[15],4.73
load_data_i[21],4.73
_00808_,4.725
_01017_,4.7
_01962_,4.7
_02182_,4.7
_03540_,4.7
_04001_,4.7
_00404_,4.68
_00687_,4.68
_01775_,4.68
_02003_,4.68
_02020_,4.68
_02814_,4.68
_03798_,4.68
_04161_,4.68
_05122_,4.68
u_exe.bu_pc_res\[26\],4.68
_02798_,4.66
_02985_,4.635
load_data_i[12],4.61
load_data_i[14],4.61
load_data_i[31],4.61
load_data_i[5],4.61
reset_adr_i[22],4.61
reset_adr_i[2],4.61
u_decod.rs1_data\[28\],4.61
_01805_,4.6
_02190_,4.6
_04063_,4.6
_01054_,4.585
_00544_,4.58
_00575_,4.58
_00673_,4.58
_00748_,4.58
_00881_,4.58
_00994_,4.58
_00074_,4.56
_00330_,4.56
_00338_,4.56
_03118_,4.56
_03461_,4.56
_04348_,4.56
_00170_,4.54
_00421_,4.54
_00478_,4.54
_00502_,4.54
_00536_,4.54
_00562_,4.54
_00585_,4.54
_00621_,4.54
_00781_,4.54
_00785_,4.54
_00894_,4.54
_01734_,4.54
_03635_,4.54
u_decod.rs1_data\[26\],4.54
_01338_,4.48
_01838_,4.48
_01849_,4.48
_02173_,4.48
_03359_,4.48
_03923_,4.48
_04168_,4.48
_00051_,4.46
_00233_,4.46
_00317_,4.46
_00352_,4.46
_00415_,4.46
_00458_,4.46
_00802_,4.46
_00816_,4.46
_00824_,4.46
_00826_,4.46
_00884_,4.46
_01149_,4.46
_01249_,4.46
_01888_,4.46
_02048_,4.46
_02369_,4.46
_02910_,4.46
_02946_,4.46
_03029_,4.46
_03054_,4.46
_03256_,4.46
_03734_,4.46
_03898_,4.46
_03931_,4.46
_04015_,4.46
_04228_,4.46
_04560_,4.46
_04903_,4.46
_05447_,4.46
_05561_,4.46
